ID,Name,Date_of_birth,Age,Gender,Race,Location,country,edu,No_Connection,Year_of_Exp,No_of_Job_changed,No_of_titles,Current_Title,Title_Level,Previous_Title1,Title_Level1,Previous_Title2,Title_Level2,Previous_Title3,Title_Level3,Previous_Title4,Title_Level4,Previous_Title5,Title_Level5,Current_Salary,Fortune500,SuccessScore
877,Hazel Lind,11/28/77,39,Male,African American,MS,USA,Graduate,322,15,5,3,Senior Python developer,4,Senior Grails Developer,4,Software Engineer Intern,1,NA,NA,NA,NA,NA,NA,267173,0,5299.313564
878,Rick Williamson,2/13/55,62,Female,Native American,ME,USA,Graduate,451,38,12,5,SOFTWARE ARCHITECT,4,Sr. QA Analyst,4,Summer Intern,1,Internal Help Desk,1,Information Systems Intern,1,NA,NA,255721,0,3333.439177
879,Wilbert Kris,4/11/88,29,Male,Native American,GA,USA,Graduate,375,5,1,3,Senior Sales Consultant,4,Programmer Analyst I,3,Web Development Intern,1,NA,NA,NA,NA,NA,NA,206970,0,7126.663069
880,Amber Cartwright,1/7/90,27,Male,Hispanic,SC,USA,Graduate,435,3,1,1,Software analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186843,1,7654.564037
881,Elizabet Farrell,11/7/72,44,Female,Native American,VT,USA,Associate,400,24,1,5,Senior Consultant,4,Senior Grails Developer,4,Analyst programmer iii,3,Team Lead,3,Business systems analyst,3,NA,NA,197706,1,4697.118841
882,Romeo Hermiston,11/9/70,46,Male,Native American,OK,USA,Doctorate,500,13,2,5,Director of Engineering,5,Sr Software Developer,4,Student Intern Co-op,1,Research Intern,1,Developer Intern,1,NA,NA,205147,0,4492.896283
883,Neville Batz,5/20/76,41,Female,African American,MN,USA,Undergraduate,346,19,1,3,Sr. Product Manager,4,Operations Analyst,3,Software analyst,3,NA,NA,NA,NA,NA,NA,209190,0,5040.810463
885,Francisco Gutmann,6/3/83,34,Female,Asian,WY,USA,Graduate,366,10,2,4,Senior Software QA Engineer,4,Technology Business Analyst,3,Internal Help Desk,1,Product Management Intern,1,NA,NA,NA,NA,187342,0,6078.624382
886,Adam Brakus,5/17/87,30,Female,Native American,ND,USA,Graduate,396,6,2,3,Online Marketing Analyst,3,Devops team lead,3,Research Intern,1,NA,NA,NA,NA,NA,NA,181300,1,6889.107633
887,Gianna Kautzer,8/4/79,38,Female,Asian,MA,USA,Graduate,500,14,5,3,Senior IT Analyst,4,Dev Team leader,3,Product Management Intern,1,NA,NA,NA,NA,NA,NA,215743,1,5438.769184
888,Ina Mayert,11/18/62,54,Female,Asian,DE,USA,Doctorate,356,21,1,5,Director of Business Development,5,Senior full stack developer,4,Internal Help Desk,1,Student Intern Co-op,1,Developer Intern,1,NA,NA,203235,0,3827.282019
889,Danita Aufderhar,6/1/87,30,Male,Hispanic,OH,USA,Associate,449,10,5,5,Senior Performance Engineer II,4,Senior Editor,4,Programmer Analyst III,3,Programmer/Analyst,3,Analyst,3,NA,NA,186349,1,6889.107633
890,Jolie Yost,2/11/71,46,Male,Hispanic,MI,USA,Graduate,326,22,1,4,Manager / ProductOwner,6,Director of Infrastructure,5,Information Systems Intern,1,Business Analytics Intern,1,NA,NA,NA,NA,184799,0,4492.896283
891,Karyl Cummings,9/17/63,54,Male,Asian,ND,USA,Associate,315,34,8,5,CEO,6,Senior IT Analyst,4,IT Analyst I,3,Programmer/Analyst,3,Programmer Analyst I,3,NA,NA,185760,1,3827.282019
892,Lupe Pagac,4/24/79,38,Female,Asian,SC,USA,Associate,308,18,4,5,Senior Data Scientist,4,Senior Applications Engineer,4,Devops team lead,3,Business systems analyst,3,Web analyst,3,NA,NA,181538,1,5438.769184
893,Cher Jast,2/2/75,42,Female,Hispanic,TN,USA,Undergraduate,326,20,1,3,Senior Sales Consultant,4,UI team lead,3,Operations Analyst,3,NA,NA,NA,NA,NA,NA,462051,0,4920.791167
894,Toshiko Zboncak,11/10/65,51,Male,African American,NH,USA,Graduate,449,27,1,5,Director of Engineering,5,Senior Member of Technical Staff,4,Developer Intern,1,Student Intern Co-op,1,Intern,1,NA,NA,207105,1,4052.416255
895,Andra Rath,2/21/86,31,Male,Caucasian,IA,USA,Graduate,344,7,3,3,Senior Business Analyst,4,Devops team lead,3,Information Systems Intern,1,NA,NA,NA,NA,NA,NA,194969,1,6666.878355
896,Lance Jenkins,9/6/65,52,Male,Asian,CT,USA,Doctorate,470,19,1,3,Senior DBA (MSSQL),4,Programmer Analyst,3,Information Systems Intern,1,NA,NA,NA,NA,NA,NA,196074,1,3974.485173
897,Carlo Mante,12/10/76,40,Female,Hispanic,OR,USA,Associate,326,20,1,4,Sr Product Manager,4,Sr. Software Engineer,4,Data analyst,3,Junior Developer,3,NA,NA,NA,NA,205459,0,5166.830725
898,Christal Lind,10/7/57,60,Male,Asian,TX,USA,Associate,467,40,8,6,System Analyst III,3,Programmer Analyst,3,data mining analyst,3,Programmer Analyst,3,Programmer Analyst I,3,IT Analyst I,3,197259,0,3444.553817
899,Caitlyn Carroll,1/5/92,25,Male,Hispanic,DE,USA,Associate,438,5,3,1,Executive Assistant,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65187,1,8266.92916
900,Linsey Dicki,4/1/72,45,Female,African American,ID,USA,Undergraduate,451,23,1,5,Senior Systems Analyst,4,Senior Product Designer,4,Junior Developer,3,Database Analyst,3,Junior Developer,3,NA,NA,205292,0,4592.738422
901,Paulette Jaskolski,7/16/79,38,Female,Asian,OH,USA,Undergraduate,421,16,3,5,Senior Software Development Engineer,4,HR Analyst,3,IT Analyst,3,Data Analyst,3,Programmer/Analyst,3,NA,NA,209555,1,5438.769184
903,Clifford Crist,3/26/67,50,Male,Caucasian,KY,USA,Associate,439,30,11,4,Senior Business Intelligence Developer,4,Sr. QA Analyst,4,Programmer/Analyst,3,Data analyst,3,NA,NA,NA,NA,196610,1,4133.46458
904,Dell Beier,2/5/92,25,Female,Hispanic,OH,USA,Graduate,416,1,1,1,Senior Software Engineer II,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187956,0,8266.92916
905,Jere Gutkowski,6/7/86,31,Female,Caucasian,AR,USA,Graduate,425,7,1,3,Group supervisor,2,Information Systems Intern,1,Software Engineering Intern,1,NA,NA,NA,NA,NA,NA,129374,1,6666.878355
906,Samual Swift,9/6/91,26,Male,Asian,TN,USA,Undergraduate,397,4,1,1,Senior Sales Consultant,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200319,0,7948.970346
907,Vina Adams,7/31/60,57,Male,Asian,TN,USA,Associate,345,37,1,5,Senior Technical Consultant,4,Senior DevOps,4,IT Analyst,3,Analyst (Technology),3,Developer / System Analyst,3,NA,NA,106465,1,3625.846123
908,Reid Schneider,9/28/92,25,Female,Hispanic,GA,USA,Graduate,464,1,1,1,Senior UX Designer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208975,0,8266.92916
909,Janessa Kiehn,3/5/88,29,Female,Native American,NV,USA,Undergraduate,433,7,1,1,Sr. QA Analyst,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203149,0,7126.663069
910,Azzie Parisian,6/8/68,49,Male,Hispanic,NC,USA,Associate,453,29,12,5,Sr. Java Developer,4,Technical Lead/Senior Dev,4,Second Line Support Analyst,3,Programmer Analyst I,3,Product Development Business Analyst,3,NA,NA,181024,1,4217.821
911,Allegra Bradtke,2/14/83,34,Male,Asian,RI,USA,Graduate,410,10,3,5,Senior Solutions Engineer,4,Sr Technology consultant,4,Data Science Intern,1,Summer Intern,1,Research Intern,1,NA,NA,198949,0,6078.624382
912,Jake Yundt,5/7/55,62,Female,Asian,MT,USA,Doctorate,413,29,4,4,Co-Founder,6,Senior System Administrator,4,Web Development Intern,1,Student Worker,1,NA,NA,NA,NA,270535,0,3333.439177
913,Avery Carter,2/7/67,50,Female,Asian,PA,USA,Associate,335,30,1,5,UI team lead,3,UI team lead,3,Analyst programmer iii,3,Development Team Lead,3,UI team lead,3,NA,NA,183177,1,4133.46458
914,Asa Jacobi,5/5/68,49,Female,Asian,AL,USA,Doctorate,304,16,4,5,Senior Technical Consultant,4,Senior Team Lead,4,Business Analytics Intern,1,Data Science Intern,1,Product Management Intern,1,NA,NA,261086,1,4217.821
915,Emil Kuhlman,8/4/70,47,Female,Caucasian,AR,USA,Graduate,375,23,1,4,Senior Product Designer,4,SR. Software Consultant,4,Intern,1,Internal Help Desk,1,NA,NA,NA,NA,280282,0,4397.302745
916,Morris Kovacek,2/25/66,51,Female,Hispanic,VT,USA,Doctorate,326,18,4,4,Sr. Product Manager,4,Application Development Analyst,3,Intern,1,Business Analytics Intern,1,NA,NA,NA,NA,200486,0,4052.416255
917,Derick Schowalter,5/14/77,40,Male,Caucasian,GA,USA,Graduate,472,16,5,5,Director of Business Development,5,Director of Core Product,5,Software Engineering Intern,1,Developer Intern,1,Software Engineer Intern,1,NA,NA,196359,1,5166.830725
918,Monica Marquardt,1/29/61,56,Female,African American,AR,USA,Graduate,444,32,4,4,Senior IT Engineer,4,Senior PHP Developer,4,Developer Intern,1,Software Engineering Intern,1,NA,NA,NA,NA,302058,0,3690.593375
919,Nicolette Ruecker,10/1/64,53,Male,African American,SD,USA,Doctorate,343,20,1,4,"Senior Manager, Delivery",4,Senior Sales Consultant,4,Software Engineering Intern,1,Software Engineering Intern,1,NA,NA,NA,NA,198752,1,3899.494887
920,Hertha Langworth,1/6/79,38,Female,Caucasian,MI,USA,Undergraduate,361,16,4,5,Sr. Director of Program Management,5,Dev Team leader,3,Analyst (Technology),3,IT Analyst,3,Product Development Business Analyst,3,NA,NA,253325,0,5438.769184
921,Venetta Bins,11/5/81,36,Female,African American,IN,USA,Undergraduate,419,14,5,3,Senior Software QA Engineer,4,Sr Software Developer,4,Product Analyst,3,NA,NA,NA,NA,NA,NA,185058,1,5740.923028
922,Sibyl Bogan,10/4/69,48,Female,African American,AR,USA,Associate,413,28,4,5,Senior Data Analyst,4,Senior UNIX administrator,4,UI team lead,3,System Analyst,3,Team Lead,3,NA,NA,117942,1,4305.692271
923,Sung Langworth,2/24/54,63,Male,Caucasian,LA,USA,Doctorate,469,30,3,6,Sr. Java Developer,4,Senior full stack developer,4,Student Worker,1,Product Management Intern,1,Research Intern,1,Research Intern,1,304579,1,3280.527444
924,Vernon Gleason,11/12/73,43,Female,Asian,DC,USA,Associate,321,23,1,4,Second Line Support Analyst,3,Software analyst,3,Programmer/Analyst,3,System Analyst,3,NA,NA,NA,NA,127970,1,4806.354163
925,Annie Brekke,10/11/60,57,Male,Native American,IA,USA,Associate,301,37,1,5,Senior PHP Developer,4,Web analyst,3,IT Analyst I,3,Advisory Engineer,3,Web analyst,3,NA,NA,462763,1,3625.846123
926,Veola Jacobi,3/15/55,62,Female,Native American,NY,USA,Doctorate,413,29,3,6,Senior Sales Consultant,4,Senior Software QA Engineer,4,Information Systems Intern,1,Software Engineering Intern,1,Product Management Intern,1,Business Analytics Intern,1,238267,0,3333.439177
927,Juana Bogisich,3/29/73,44,Female,Caucasian,OH,USA,Doctorate,448,11,3,3,senior software engineer,4,Senior Telecommunications Specialist,4,Software Engineer Intern,1,NA,NA,NA,NA,NA,NA,192390,1,4697.118841
928,Stephen Anderson,8/30/54,63,Male,Asian,IL,USA,Graduate,315,39,6,5,"Director, Web Engineering",5,Director Digital Marketing,5,Developer Intern,1,Software Engineer Intern,1,Summer Intern,1,NA,NA,319833,0,3280.527444
929,Avery Dibbert,8/9/87,30,Female,Asian,KS,USA,Graduate,387,6,2,3,Senior software engineer,4,Application Analyst,3,Research Intern,1,NA,NA,NA,NA,NA,NA,62302,1,6889.107633
930,Vaughn Barton,11/28/58,58,Female,Native American,UT,USA,Undergraduate,306,36,2,4,Sr Quality Engineer,4,Senior DevOps,4,Developer Analyst,3,information technology analyst,3,NA,NA,NA,NA,208281,0,3563.331534
931,Fredia Muller,7/26/71,46,Male,Hispanic,OH,USA,Associate,388,26,3,5,Senior Applications Developer,4,Senior Python Developer,4,Analyst,3,Junior Developer,3,information technology analyst,3,NA,NA,111481,1,4492.896283
932,Cleo Conroy,2/28/80,37,Female,Caucasian,CO,USA,Associate,343,17,4,5,Programmer Analyst I,3,IT Analyst,3,Business systems analyst,3,Business Analyst,3,Analyst,3,NA,NA,186167,0,5585.762946
933,Buddy Johnston,9/28/83,34,Female,African American,WV,USA,Undergraduate,493,12,5,3,Sr Consultant (software  engineer),4,Sr. Ops Analyst,4,"Lead DevOps Engineer, Team Lead",3,NA,NA,NA,NA,NA,NA,201890,1,6078.624382
934,Edmundo Roob,3/11/66,51,Male,Asian,MN,USA,Associate,420,31,11,5,Senior Consultant (Salesforce.com developer),4,Senior Software Development Engineer,4,Web analyst,3,IT Analyst I,3,Junior Developer,3,NA,NA,207278,0,4052.416255
935,Stephnie Kunze,2/2/66,51,Female,Asian,GA,USA,Graduate,331,27,5,6,Director of Technology / Sr. Lead Developer,5,Senior Associate,4,Internal Help Desk,1,Intern,1,Web Development Intern,1,Data Science Intern,1,193511,1,4052.416255
936,Emilia O'Connell,12/22/53,63,Male,Native American,DE,USA,Doctorate,424,30,4,4,CTO,6,Senior Security Researcher,4,Information Systems Intern,1,Information Systems Intern,1,NA,NA,NA,NA,194251,1,3280.527444
937,Bernard Bernhard,7/27/75,42,Male,Native American,SC,USA,Associate,343,22,1,5,Senior IOS Engineer,4,Senior Data Engineer,4,information technology analyst,3,Web analyst,3,Web analyst,3,NA,NA,181414,1,4920.791167
938,Cyndi Bergnaum,2/1/66,51,Male,Hispanic,KY,USA,Doctorate,497,18,5,5,Senior PHP Developer,4,Senior Verification Engineer,4,Software Engineering Intern,1,R&D Intern,1,Software Engineer Intern,1,NA,NA,250233,0,4052.416255
939,Lauran Koch,10/30/62,55,Female,Caucasian,AR,USA,Graduate,429,31,11,4,Director of Product,5,Senior Application Developer,4,Information Systems Intern,1,Software Engineer Intern,1,NA,NA,NA,NA,192581,1,3757.695073
940,Tosha Marquardt,11/17/68,48,Male,Native American,WI,USA,Undergraduate,320,26,1,5,Senior Business Intelligence Developer,4,Developer Analyst,3,Programmer Analyst III,3,Programmer Analyst III,3,"Lead DevOps Engineer, Team Lead",3,NA,NA,196905,0,4305.692271
941,Lavera Sipes,11/15/81,35,Female,Caucasian,DE,USA,Undergraduate,414,13,4,5,Director of Core Product,5,Team Lead,3,Development Team Lead,3,information technology analyst,3,Business Analyst,3,NA,NA,189848,0,5904.9494
942,Ronda Dicki,11/12/63,53,Female,Native American,MO,USA,Associate,390,33,12,4,Sr. Software Engineer,4,Technology Business Analyst,3,Team Lead,3,Application Analyst,3,NA,NA,NA,NA,181329,0,3899.494887
943,Brande Hahn,7/8/74,43,Male,African American,NM,USA,Undergraduate,481,21,1,5,Director of operations,5,Business Analyst,3,Database Analyst,3,Developer Analyst,3,Software Business Operations Analyst,3,NA,NA,275266,0,4806.354163
944,Rufus Tromp,7/3/53,64,Male,Asian,VA,USA,Associate,408,44,6,6,Analyst programmer iii,3,Junior Developer,3,information technology analyst,3,Data analyst,3,Devops team lead,3,Application Analyst,3,101700,0,3229.269203
945,Rudolph Rempel,3/20/81,36,Female,Hispanic,RI,USA,Graduate,351,12,5,3,Network Field Engineer Sr.,4,Dev Team leader,3,R&D Intern,1,NA,NA,NA,NA,NA,NA,272308,0,5740.923028
946,Paula Hirthe,7/12/75,42,Male,Native American,RI,USA,Doctorate,444,9,3,4,General Manager,4,Senior Software Egnineer,4,Intern,1,Student Intern Co-op,1,NA,NA,NA,NA,198614,1,4920.791167
947,Jamel Kuphal,1/23/65,52,Female,Hispanic,SD,USA,Doctorate,370,19,1,5,Senior DevOps,4,Senior Full Stack Engineer,4,Summer Intern,1,Product Management Intern,1,Data Science Intern,1,NA,NA,183395,1,3974.485173
948,Alexander Tromp,7/17/90,27,Male,Caucasian,MI,USA,Undergraduate,434,5,3,1,Sr. Security Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181541,1,7654.564037
949,Aaron Cole,5/16/85,32,Male,Hispanic,SD,USA,Undergraduate,432,10,5,4,Senior Android Developer,4,Data Analyst,3,Developer / System Analyst,3,System Analyst III,3,NA,NA,NA,NA,185056,0,6458.538406
950,Glenna Rosenbaum,11/29/56,60,Male,African American,MI,USA,Graduate,331,36,5,6,Senior Data Analyst,4,"Senior Designer, UX",4,Software Engineer Intern,1,Data Science Intern,1,Developer Intern,1,Data Science Intern,1,196138,1,3444.553817
951,Ardis Kassulke,11/2/56,61,Female,Asian,OR,USA,Doctorate,462,28,7,4,Senior Ruby Developer,4,Senior DevOps Engineer,4,Web Development Intern,1,Student Intern Co-op,1,NA,NA,NA,NA,204205,0,3388.085721
952,Stephan Hane,4/30/78,39,Male,Asian,OR,USA,Graduate,497,15,4,4,Senior Systems Analyst,4,Senior .Net Developer,4,Intern,1,Software Engineer Intern,1,NA,NA,NA,NA,204910,1,5299.313564
953,Young Kautzer,10/22/60,57,Female,Native American,NM,USA,Associate,386,37,11,6,Second Line Support Analyst,3,System Analyst,3,Programmer Analyst,3,Software analyst,3,Web analyst,3,Web analyst,3,181310,0,3625.846123
954,Arminda Rowe,5/28/74,43,Male,Asian,KS,USA,Associate,307,23,1,4,Senior software engineer,4,Senior Technical Consultant,4,Security Analyst,3,Developer Analyst,3,NA,NA,NA,NA,207528,0,4806.354163
955,Brigitte Ondricka,1/9/62,55,Female,Native American,NH,USA,Associate,349,35,8,5,Senior Application Developer,4,System Analyst,3,System Analyst,3,Software Engineer / Team Lead,3,Product Analyst,3,NA,NA,202020,0,3757.695073
956,Thelma Cassin,1/24/62,55,Male,African American,RI,USA,Doctorate,336,22,1,6,Senior Bioinformatician,4,Senior Business Intelligence Developer,4,Student Worker,1,Intern,1,Web Development Intern,1,Developer Intern,1,304420,0,3757.695073
957,Delphine McDermott,2/4/79,38,Male,Asian,DE,USA,Associate,311,18,5,3,Senior UI Developer,4,Senior Mobile Developer,4,Online Marketing Analyst,3,NA,NA,NA,NA,NA,NA,192942,1,5438.769184
958,Sonia Schumm,2/23/61,56,Male,Caucasian,GA,USA,Undergraduate,393,34,7,5,General Manager,4,Sr Software Developer,4,Analyst (Technology),3,Data Analyst,3,Web analyst,3,NA,NA,197932,1,3690.593375
959,Caleb Turner,8/2/90,27,Male,Asian,RI,USA,Undergraduate,316,5,3,3,Sr Quality Engineer,4,Software Business Operations Analyst,3,Business Analyst,3,NA,NA,NA,NA,NA,NA,191707,0,7654.564037
960,Morgan Carter,1/15/61,56,Female,African American,WA,USA,Associate,405,36,9,4,Senior Grails Developer,4,Senior full stack developer,4,Programmer Analyst,3,information technology analyst,3,NA,NA,NA,NA,159629,0,3690.593375
961,Saul Leffler,10/3/53,64,Female,Caucasian,WY,USA,Doctorate,397,31,7,5,Senior IT Analyst,4,Senior .Net Developer,4,Developer Intern,1,Student Worker,1,Product Management Intern,1,NA,NA,192967,0,3229.269203
962,Kyle Koelpin,1/30/92,25,Female,Native American,KY,USA,Graduate,477,1,1,1,Senior Business Intelligence Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287149,0,8266.92916
963,Wm Schiller,6/21/91,26,Female,Hispanic,ND,USA,Associate,399,6,1,1,System Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64432,1,7948.970346
964,Josue Kessler,1/29/73,44,Female,Asian,NH,USA,Graduate,307,20,1,4,Senior developer,4,Senior Systems Analyst,4,Business Analytics Intern,1,Software Engineer Intern,1,NA,NA,NA,NA,188745,0,4697.118841
965,Gaston Beahan,7/16/94,23,Female,Asian,HI,USA,Undergraduate,308,1,1,1,Director Digital Marketing,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199525,0,8985.792565
966,Guadalupe Swift,7/18/72,45,Female,Asian,NH,USA,Associate,436,25,1,4,Senior Data Scientist,4,Programmer Analyst,3,Product Analyst,3,Security Analyst,3,NA,NA,NA,NA,135035,0,4592.738422
967,Kymberly Hauck,2/29/68,49,Female,Asian,MO,USA,Undergraduate,459,27,7,5,"Product Specialist, Sr",4,Senior Data Analyst,4,Web analyst,3,Programmer Analyst,3,Data analyst,3,NA,NA,200916,0,4217.821
969,Cristopher Harris,4/29/74,43,Female,African American,UT,USA,Undergraduate,314,21,1,6,Senior Systems Analyst,4,Programmer Analyst III,3,Application Development Analyst,3,IT Analyst I,3,Product Analyst,3,Dev Team leader,3,190080,0,4806.354163
970,Emelina Bergnaum,8/4/75,42,Female,Native American,NV,USA,Associate,425,22,1,4,Senior Security Engineer,4,Senior UI Developer,4,Technology Business Analyst,3,data mining analyst,3,NA,NA,NA,NA,180256,0,4920.791167
971,Deandre Hyatt,12/30/69,47,Female,Asian,DC,USA,Undergraduate,425,25,1,5,Senior Expert,4,"Senior Manager, Delivery",4,Junior Developer,3,UI team lead,3,Application Analyst,3,NA,NA,201902,0,4397.302745
972,Lupita Renner,6/5/62,55,Male,Asian,LA,USA,Graduate,362,31,5,6,Senior Mechanical Engineer,4,SR. Software Consultant,4,Student Intern Co-op,1,Summer Intern,1,Information Systems Intern,1,Summer Intern,1,203654,0,3757.695073
973,Bart Konopelski,6/12/76,41,Female,Asian,PA,USA,Associate,442,21,1,4,Senior Technical Project Manager,4,Sr. Java Developer,4,Analyst programmer iii,3,data analyst,3,NA,NA,NA,NA,183722,0,5040.810463
974,Malisa Johns,1/30/59,58,Female,Caucasian,NM,USA,Undergraduate,367,36,5,5,Network Field Engineer Sr.,4,Senior Data Analyst,4,Online Marketing Analyst,3,Advisory Engineer,3,Developer Analyst,3,NA,NA,285906,0,3563.331534
975,Iliana Hoeger,3/2/64,53,Male,Asian,DC,USA,Associate,459,33,4,6,Sr Principal Software Dev Engineer,4,Network Field Engineer Sr.,4,Data Analyst,3,IT Analyst I,3,Developer Analyst,3,IT Analyst I,3,203190,0,3899.494887
976,Magaret Bradtke,8/30/70,47,Female,African American,WY,USA,Doctorate,419,14,5,3,"Bioinformatics Scientist, Sr",4,Senior Mechanical Engineer,4,Research Intern,1,NA,NA,NA,NA,NA,NA,205942,1,4397.302745
977,Clayton Stamm,9/17/88,29,Female,Caucasian,OR,USA,Graduate,349,5,2,2,IT Analyst I,3,Security Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,184622,1,7126.663069
978,Buck Hand,4/30/57,60,Female,African American,IA,USA,Graduate,376,36,9,6,Senior DBA (MSSQL),4,General Manager,4,Student Intern Co-op,1,Software Engineer Intern,1,Student Worker,1,Student Worker,1,283357,1,3444.553817
979,Clement Yundt,10/24/89,28,Male,Caucasian,FL,USA,Graduate,423,4,1,1,Senior Technical Project Manager,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640572,1,7381.18675
980,Grayce Hills,5/23/93,24,Female,Hispanic,WA,USA,Graduate,375,0,1,1,Senior Business Analyst,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375771,1,8611.384542
981,Linn Fadel,8/24/75,42,Male,Caucasian,MN,USA,Undergraduate,467,20,1,5,Director of Software Development,5,Online Marketing Analyst,3,Programmer/Analyst,3,Programmer Analyst,3,Analyst programmer iii,3,NA,NA,270540,1,4920.791167
982,Jennine Kris,9/18/77,40,Male,Native American,AZ,USA,Doctorate,408,7,3,1,Programmer/Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185767,0,5166.830725
983,Kurt Bahringer,5/11/66,51,Male,African American,ID,USA,Doctorate,342,18,3,4,Director of IT,5,Sr. Engineering Manager,4,Summer Intern,1,Internal Help Desk,1,NA,NA,NA,NA,201149,1,4052.416255
